id	module	supermodule	dim_1	dim_2	dim_3
ENSG00000000419	10	1	1.36413344690808	-0.0829211277675164	1.38506277084084
ENSG00000001036	6	1	-1.29844346692554	0.773142357378053	0.106207685467911
ENSG00000001497	4	1	0.585048526024899	0.438172717599915	-1.07480518341331
ENSG00000002549	11	1	-1.41914239575855	-0.111095766515685	-1.64013854980736
ENSG00000002834	3	1	0.0983603889704554	0.790514965562867	0.654374198910904
ENSG00000003096	4	1	0.538341849541745	0.670405765085267	-1.66717617035179
ENSG00000003436	10	1	1.435220330453	-0.815467695684387	1.6507749128315
ENSG00000003989	10	1	1.3935259277583	-0.427273134679748	2.04987426280708
ENSG00000004059	8	1	-0.822818905615726	-0.651362518758727	0.567317800519181
ENSG00000004399	3	1	0.931559890008053	-0.0839928192805779	1.09458168029518
ENSG00000004455	11	1	-0.739655167364994	0.0164023833561409	-0.947462244036483
ENSG00000004478	10	1	0.724796145653805	-0.535273413152648	2.17077227115364
ENSG00000004487	1	1	0.42799410173901	1.99286337664609	0.25629623412819
ENSG00000004779	9	1	-0.188243538641849	-1.69748411604877	0.108247356412125
ENSG00000004961	5	1	0.750176041817745	-0.718589643926574	0.0566781330081945
ENSG00000005022	8	1	-1.38649192502491	-1.01651773879047	0.361183958050919
ENSG00000005194	11	1	-1.44328847577564	-0.570648769826843	-0.499477787020492
ENSG00000005339	3	1	0.544461577630123	1.10176839402203	1.84887667178841
ENSG00000005486	8	1	-0.712887913489261	-0.435209612340881	0.270244913098527
ENSG00000005700	5	1	0.68994387934216	-0.565733770818664	-1.25740472793846
ENSG00000005893	8	1	-1.75938382794849	0.235100884943055	0.24378927230568
ENSG00000006007	6	1	-0.198580414557377	0.776499648599671	-0.0326072406795497
ENSG00000006015	6	1	-1.4421149795293	1.84387620261197	0.507033424374772
ENSG00000006327	10	1	-0.637777478003422	-0.00752554366107106	1.78584869384499
ENSG00000006625	2	1	-0.963727146887699	-0.0583640141200554	-2.50835554123192
ENSG00000006634	2	1	-1.40778079679004	-0.275872806997253	-3.02657310486107
ENSG00000006712	10	1	0.0777753288508265	0.538486381082581	2.02689428806038
ENSG00000006831	3	1	1.04593762705334	0.710325022249268	1.79783590316505
ENSG00000007168	3	1	0.244186251854977	0.559288878946351	1.5890814828846
ENSG00000007202	1	1	0.63844594309338	0.7328677373219	0.441097574231339
ENSG00000007255	5	1	0.631397336220822	-0.393582443685485	0.301829175946427
ENSG00000007384	3	1	0.111989348626217	0.857528706102418	1.89292110681267
ENSG00000008018	9	1	-0.498166233801761	-1.59105883070941	0.682368831631852
ENSG00000008083	4	1	-0.00997081449023796	1.38977744153027	-1.00461022377281
ENSG00000008294	1	1	1.28807243654736	0.644603391199158	0.88842125415535
ENSG00000008394	4	1	0.135216086602291	0.0475064711857307	-1.60885564804344
ENSG00000008710	3	1	0.73968204805859	1.16785325577741	1.62323744773598
ENSG00000008988	7	1	1.08868178675183	-2.462907890768	0.315881328580094
ENSG00000009307	1	1	1.27645549128064	1.11202361157422	0.484815435406876
ENSG00000009335	10	1	-0.327526718878666	0.0593399005222786	1.49524052619667
ENSG00000009413	1	1	1.50614437410839	0.749077220468568	0.577497320172501
ENSG00000009954	1	1	0.356768458581051	1.3798997597981	0.89454598903389
ENSG00000010244	10	1	-0.616076618933597	-1.01688633391376	1.23650343894692
ENSG00000010256	8	1	-1.05713906934253	-0.0519705815028679	0.466325120923234
ENSG00000011114	10	1	0.082088797783932	0.0556534724522102	1.01759071826668
ENSG00000011260	4	1	0.439133017754635	0.0119832949924934	-1.96075145721703
ENSG00000011304	3	1	0.140238612389645	0.941540737657593	1.07020409583778
ENSG00000011426	2	1	-1.52905240705005	-0.195580105276061	-2.69522230148582
ENSG00000012660	4	1	-0.0525800292729528	0.724164624719666	-1.60606281280785
ENSG00000013275	8	1	-1.34052720715992	0.0315212207127082	-0.0387171936061854
ENSG00000013364	3	1	-0.0325933997868688	0.585004230051087	1.54585047244759
ENSG00000014216	8	1	-0.931749970221439	0.185326476602601	0.854349451062394
ENSG00000014641	9	1	-0.760029465460697	-1.32668171355243	0.69184310912819
ENSG00000015171	8	1	-1.09014621427051	0.425314803628968	1.01482029437752
ENSG00000015475	6	1	-0.527616650366703	0.639669080286073	-0.0489336681392665
ENSG00000017260	3	1	-0.00028672864429069	1.08914365342145	1.14391870975227
ENSG00000020426	5	1	0.744054167962155	-0.563436846227599	-1.34322731018333
ENSG00000020577	3	1	-0.109617859625736	1.07093896439557	1.17554576873512
ENSG00000022840	1	1	0.756317465996823	1.9048021035481	0.868345575329972
ENSG00000023191	8	1	-1.23377910306446	-0.682508806676818	0.99845703124733
ENSG00000023228	4	1	0.637235491967282	0.525416512994813	-1.2810711097744
ENSG00000023318	1	1	0.837618916726193	1.11423804333691	-0.301352186205673
ENSG00000023734	11	1	-0.578894287848392	-0.224544624776794	-0.288237495425033
ENSG00000024526	2	1	-1.3743602340459	-0.392858128042175	-2.97512380600243
ENSG00000025772	8	1	-1.18705144574634	0.0233582454014289	0.499806957242203
ENSG00000025796	4	1	0.483898013329586	0.457652469186829	-0.920564575197982
ENSG00000026025	4	1	0.791741221642575	0.698006291894959	-1.75849906921654
ENSG00000028528	8	1	-1.38325420072071	-0.349281410665466	0.863591747281266
ENSG00000029363	5	1	0.605178921914181	-0.459408382863952	0.161895351407242
ENSG00000029993	2	1	-1.49585691144458	-0.598327259511901	-2.93621437073021
ENSG00000030582	8	1	-1.13318315198413	-0.41243038603778	1.25379522323341
ENSG00000031003	1	1	1.1571978027583	0.455765147714661	0.879279570576859
ENSG00000031698	4	1	-0.309242398047367	0.42655624917035	-1.53443424225121
ENSG00000032389	4	1	-0.270625740790287	0.775589485673951	-1.26970045089989
ENSG00000033011	11	1	-0.949088722968021	0.123534818201112	-0.692392988207626
ENSG00000033050	5	1	0.1005776817561	-0.0240317387294304	-0.502656621935653
ENSG00000034510	10	1	-0.218257576727787	-1.13906560370441	1.63560135841103
ENSG00000035115	3	1	0.786133855080685	0.342382092981385	1.73680110454292
ENSG00000035141	6	1	-0.390422016882816	0.791030426530885	-0.355308694842147
ENSG00000037241	5	1	0.824692576623043	-0.584501604528381	-0.430226964953231
ENSG00000037474	6	1	-0.346717983984867	0.867669244318055	-0.523263616564559
ENSG00000037897	11	1	-0.58438268353931	-0.0545745892238152	-0.636642379763412
ENSG00000038382	1	1	0.434022753930172	0.376910110025452	0.1729620265934
ENSG00000039068	8	1	-0.69806733777515	0.338703532724427	0.855473833081437
ENSG00000042493	11	1	-0.548875958228031	-0.207104782552673	-0.933980627062606
ENSG00000042753	9	1	-0.483429581427494	-1.57373724410052	-0.657394571306991
ENSG00000044115	10	1	0.546573012566647	-0.00885019728655934	0.947014646527482
ENSG00000044574	1	1	0.717746823525509	1.50273658802991	1.09100730895729
ENSG00000046604	1	1	1.1589477951289	0.210236449747132	-0.638940019610214
ENSG00000047410	5	1	0.956117242074093	-0.792754988164855	0.476924495694352
ENSG00000047644	3	1	-0.809703976416508	0.820253034143494	1.10025902271004
ENSG00000047849	1	1	0.299635737633786	0.946414490251588	-0.273645324709701
ENSG00000048140	3	1	-0.308581024908939	0.970924277811097	0.855013089177323
ENSG00000048162	11	1	-1.01425662686817	-0.236971001119567	-1.2122496795681
ENSG00000048392	1	1	0.866133063531002	1.00167347958569	0.428965883252335
ENSG00000048544	5	1	-0.338255554938236	-0.691484789342834	-0.906105918886947
ENSG00000048649	1	1	0.420426696038327	1.25792696049695	0.546938972470475
